epoch,mse,theta1,theta2,theta3,theta4
72,5.410204142190404e-06,0.8054024422634346,1.1665105227147667,0.6656279429437295,1.468459949053509
73,7.260448906332681e-06,0.8032026297622094,1.1687758581525372,0.6647313947557424,1.4698448161623319
74,8.799465966822734e-06,0.8017532794680344,1.1701408011862346,0.664143404240184,1.4707160219195508
75,9.88039495808673e-06,0.8010205992480159,1.1706430834816124,0.6638503032711401,1.4710956408439582
76,1.042818597240371e-05,0.8009573359423254,1.170338162009447,0.6638327725866067,1.4710155407043486
77,1.04338423344731e-05,0.8015048531463477,1.1692965520949894,0.6640666977128232,1.4705159071487761
78,9.94380239553825e-06,0.8025953087889026,1.1676009866158878,0.664524077979182,1.469643674481143
79,9.046131704966709e-06,0.8041538798192351,1.1653434864102574,0.6651739641400964,1.4684509064246731
80,7.855236564026164e-06,0.8061009847224412,1.162622421757383,0.6659834008542548,1.4669931691345468
81,6.496690735553182e-06,0.8083544582777132,1.1595396378056018,0.6669183515556512,1.4653279360927236
82,5.093521539495766e-06,0.8108316367624181,1.1561977088332458,0.6679445850060498,1.463513061060128
83,3.7549695059230045e-06,0.8134513156356914,1.1526973777737115,0.6690285049655048,1.4616053511748988
84,2.5683594979526467e-06,0.8161355456703444,1.1491352288063783,0.6701379068784334,1.4596592677396165
85,1.5943413098855083e-06,0.8188112376732848,1.1456016321197133,0.6712426481723721,1.4577257773757872
86,8.654094852667743e-07,0.8214115504919712,1.1421789911990883,0.672315221631973,1.4558513711597223
87,3.8732300296209463e-07,0.8238770420662241,1.1389403141669687,0.6733312242704287,1.4540772641979056
88,1.428338242415938e-07,0.826156568900628,1.1359481218353098,0.6742697171034768,1.4524387829560608
89,9.700769108419895e-08,0.8282079254618328,1.1332536963205195,0.6751134741674023,1.450964942629665
90,2.0338046355729098e-07,0.8299982215124238,1.1308966654976107,0.6758491219437802,1.4496782120417344
91,4.1023024177336725e-07,0.8315040020635619,1.1289049104646174,0.6764671729953529,1.4485944590822855
92,6.663450411799098e-07,0.8327111211935322,1.1272947758034348,0.6769619600203809,1.447723065662301
93,9.258094935740491e-07,0.8336143871498615,1.1260715559927503,0.6773314786460225,1.447067197629701
94,1.1515019071291102e-06,0.8342170016540179,1.1252302260352711,0.6775771490636934,1.4466242121535842
95,1.3171654966082938e-06,0.8345298209282194,1.1247563803160388,0.6777035080312623,1.446386182771391
96,1.4080774345883203e-06,0.8345704694949413,1.1246273409447627,0.6777178438106419,1.4463405206334572
97,1.4204729542098445e-06,0.8343623401651558,1.124813395316275,0.6776297872690761,1.446470669469889
98,1.3599798866003907e-06,0.8339335148066955,1.1252791222595464,0.6774508726535651,1.4467568514252396
99,1.2393773091671021e-06,0.8333156405082472,1.1259847668152085,0.6771940814656984,1.4471768411209218
100,1.0760104997921247e-06,0.8325427947161935,1.1268876252504512,0.676873382442445,1.4477067460660775
101,8.891771114533919e-07,0.8316503709450309,1.1279434042589174,0.6765032799178808,1.4483217727895394
102,6.977533440452816e-07,0.8306740138930148,1.1291075212856965,0.6760983818376702,1.4489969597486283
103,5.182627147770127e-07,0.8296486293887898,1.130336316463255,0.675672997462896,1.4497078601217874
104,3.6351338514384075e-07,0.8286074907096614,1.1315881506548964,0.6752407733763063,1.4504311599460753
105,2.418521582425712e-07,0.8275814586018051,1.1328243684948398,0.6748143748382337,1.4511452196495922
106,1.5701229556060247e-07,0.8265983279440265,1.134010110001921,0.6744052178787104,1.4518305297828649
107,1.0847445986134565e-07,0.8256823095673557,1.1351149592309817,0.6740232558044654,1.4524700745994874
108,9.221939198659255e-08,0.8248536513995477,1.1361134234023698,0.6736768220917851,1.4530496000006452
109,1.017290652134025e-07,0.8241283989606402,1.1369852408923935,0.6733725299742503,1.4535577851657835
110,1.2908953313276019e-07,0.823518291392933,1.1377155212434626,0.6731152274609319,1.4539863198694785
111,1.6606115714669568e-07,0.8230307857499767,1.138294724827064,0.6729080050745858,1.454329891963409
112,2.0500668299941133e-07,0.8226691992609186,1.1387184938368669,0.672752252314542,1.4545860917198492
113,2.3960027337312917e-07,0.8224329567773533,1.1389873497891696,0.6726477577531306,1.4547552416362708
114,2.6527644158203907e-07,0.8223179286301486,1.1391062755717793,0.6725928467887209,1.4548401618479176
115,2.7941254473366193e-07,0.82231684268695,1.1390842022457859,0.6725845504166408,1.4548458824580803
116,2.812685063867084e-07,0.8224197535049969,1.1389334222329854,0.6726187979479116,1.454779314859551
117,2.717302017583074e-07,0.8226145511027473,1.1386689512102228,0.6726906264041478,1.4546488944844973
118,2.5291706777591936e-07,0.8228874920003741,1.1383078610037034,0.6727943993375304,1.4544642073960041
119,2.2771975872947512e-07,0.8232237357668309,1.1378686050785565,0.6729240280536205,1.454235612746899
120,1.9933082903485457e-07,0.8236078713155993,1.137370356918463,0.6730731886326343,1.4539738724145044
121,1.7082204021594266e-07,0.8240244185617956,1.1368323797688398,0.6732355287278182,1.4536897981162045
122,1.4480800674704953e-07,0.8244582927341828,1.1362734439672673,0.673404858840379,1.4533939250689323
123,1.2321975686319333e-07,0.8248952205665238,1.1357113055052461,0.6735753235992044,1.4530962198288113
124,1.0719554762877484e-07,0.8253220997097894,1.1351622566574022,0.673741549479075,1.4528058283902852
125,9.708178237112388e-08,0.8257272949435263,1.1346407565787748,0.6738987663415569,1.452530868992515
126,9.252550158683948e-08,0.8261008670533836,1.1341591468052696,0.6740429011471484,1.4522782724285663
127,9.263246424336762e-08,0.8264347325147718,1.1337274536881856,0.67417064313592,1.4520536710309127
128,9.616154489372241e-08,0.8267227543143207,1.1333532770341452,0.6742794806794357,1.4518613359617396
129,1.0172677130770257e-07,0.8269607662897999,1.133041761679819,0.6743677108447885,1.4517041610097143
130,1.0798214098693686e-07,0.8271465352202518,1.1327956464679279,0.674434423461236,1.451583689821253
131,1.1377043986762912e-07,0.8272796665042381,1.1326153831557406,0.6744794621242407,1.4515001824019549
132,1.1822458140426285e-07,0.8273614605881021,1.1324993162150014,0.6745033650980258,1.4514527158335142
133,1.2081744988352472e-07,0.8273947283218079,1.1324439132948285,0.6745072894776993,1.4514393134764338
134,1.2136296855700245e-07,0.8273835741126725,1.1324440353255472,0.6744929222416137,1.45145709647524
135,1.1997644465414087e-07,0.8273331561143651,1.1324932348382946,0.6744623819641623,1.4515024511496517
136,1.1700576225321088e-07,0.8272494327383718,1.132584071048023,0.6744181149728717,1.4515712058347607
137,1.1294656942115509e-07,0.8271389045264964,1.1327084305717217,0.6743627896292357,1.4516588109123099
138,1.0835435736486338e-07,0.8270083599036753,1.1328578432961973,0.6742991922012039,1.45176051613508
139,1.0376457439194814e-07,0.8268646325755605,1.1330237838304278,0.6742301274901645,1.451871539864355
140,9.962910485817376e-08,0.8267143773856969,1.1331979501304792,0.674158326992281,1.451987225490209
141,9.627407900779235e-08,0.8265638703471273,1.1333725122203404,0.6740863669302667,1.4521031810573006
142,9.388055785363505e-08,0.8264188373592417,1.1335403253972527,0.6740165980050559,1.4522153989448132
143,9.248658247966412e-08,0.8262843148590884,1.1336951038516658,0.6739510882055558,1.452320353317587
144,9.200670348077976e-08,0.8261645443822295,1.1338315521968512,0.6738915794966126,1.4524150739461388
145,9.22635958866828e-08,0.8260629017636844,1.1339454539405702,0.6738394586974648,1.452497195857429
146,9.302576601177625e-08,0.8259818605327028,1.1340337173937154,0.6737957423809202,1.4525649850993032
147,9.404559778483863e-08,0.8259229879792161,1.1340943808561468,0.673761075181076,1.45261734165587
148,9.509290324002282e-08,0.8258869714223123,1.1341265801118254,0.6737357405062973,1.4526537812186164
149,9.598051278173096e-08,0.8258736714133933,1.134130482274615,0.6737196823236575,1.4526743980827346
150,9.658002168014106e-08,0.825882197973854,1.1341071908314182,0.6737125364178312,1.4526798118882738
151,9.682736810790225e-08,0.825911005507921,1.1340586273173312,0.6737136693356114,1.4526711012541442
152,9.671926219361118e-08,0.8259580017483071,1.1339873954231192,0.6737222231082578,1.452649727557021
153,9.630247970764873e-08,0.826020665982366,1.1338966334812874,0.6737371637967332,1.4526174521884803
154,9.565860837595629e-08,0.8260961718609717,1.1337898612134139,0.6737573319261849,1.4525762505879236
155,9.488698399729351e-08,0.826181510298213,1.1336708263648214,0.6737814929603587,1.45252822620527
156,9.408832712316292e-08,0.8262736083099714,1.1335433564252027,0.6738083861068008,1.4524755273083236
157,9.335107882479544e-08,0.8263694400931662,1.1334112200619617,0.6738367699311252,1.4524202692298749
158,9.274174823849603e-08,0.826466127192073,1.1332780022064641,0.67386546348369,1.4523644642654485
159,9.229984192164396e-08,0.8265610252093495,1.1331469959636318,0.6738933818944896,1.452309961001752
160,9.203725106708008e-08,0.8266517951721951,1.1330211136946322,0.6739195656614366,1.4522583943962495
161,9.194140973593788e-08,0.8267364583336286,1.1329028187825083,0.6739432031331277,1.4522111474576238
162,9.198115764003418e-08,0.8268134338513152,1.1327940787616675,0.6739636459597581,1.4521693249120857
163,9.21140645567163e-08,0.826881559419614,1.1326963397018612,0.6739804175459878,1.4521337387970534
164,9.229399025879262e-08,0.8269400955147996,1.1326105210100463,0.6739932147791875,1.4521049055153932
165,9.24778301516211e-08,0.8269887144319482,1.1325370291698245,0.6740019035188137,1.4520830535217428
166,9.263068322728919e-08,0.827027475731322,1.132475788394212,0.6740065085122736,1.452068140506584
167,9.272901941971196e-08,0.8270567900624238,1.1324262857348868,0.6740071985456436,1.452059878700292
168,9.276176374186233e-08,0.827077373589197,1.1323876278767584,0.674004267741645,1.4520577667423444
169,9.272950922198426e-08,0.8270901953978278,1.132358606653078,0.6739981139815089,1.4520611264516003
170,9.264228755788161e-08,0.8270964203306163,1.1323377702413726,0.6739892154523967,1.4520691427910288
171,9.25164491464223e-08,0.8270973496600701,1.1323234970383025,0.6739781063098175,1.4520809053411305
172,9.237123157252748e-08,0.8270943619043762,1.1323140693526104,0.6739653523981203,1.4520954496752647
173,9.222553971608608e-08,0.8270888558988064,1.1323077442872491,0.6739515278957467,1.4521117971601736
174,9.209534268461009e-08,0.8270821979894571,1.1323028194897602,0.6739371936503952,1.45212899187788
175,9.199193908571448e-08,0.8270756749194277,1.1322976918175989,0.6739228778480134,1.4521461335715689
176,9.192117968005067e-08,0.8270704536473019,1.1322909073749639,0.6739090595243798,1.4521624057482498
177,9.18835889500445e-08,0.8270675489880376,1.1322812018120298,0.6738961552848068,1.4521770983149438
178,9.18752124565774e-08,0.8270677996111783,1.1322675302189442,0.6738845094519699,1.4521896243730732
179,9.188894545807985e-08,0.8270718525839638,1.1322490863790513,0.6738743877194497,1.452199531038407
180,9.191607289286993e-08,0.8270801563194634,1.132225311553574,0.6738659742542203,1.4522065043828936
181,9.194776739973142e-08,0.8270929614927376,1.132195893340345,0.6738593720693163,1.452210368802683
182,9.197634129592442e-08,0.8271103292298462,1.1321607554713122,0.6738546063818301,1.4522110812975288
183,9.199611806396372e-08,0.8271321456618015,1.1321200396791835,0.6738516305839205,1.4522087212959158
184,9.200386572459867e-08,0.8271581417727433,1.1320740809670633,0.673850334387522,1.4522034767745564
185,9.199880649300977e-08,0.8271879173609541,1.1320233777533513,0.6738505536578723,1.452195627498652
186,9.198227492984484e-08,0.8272209678730384,1.1319685584371724,0.6738520814269299,1.4521855262503842
187,9.195713457668756e-08,0.827256712863905,1.131910345939349,0.6738546795745258,1.452173578918656
188,9.19270787622019e-08,0.8272945248746397,1.1318495217247284,0.6738580906812582,1.4521602242955947
189,9.18959363166417e-08,0.8273337576019482,1.1317868907098014,0.6738620495906392,1.4521459143682356
190,9.186708149533744e-08,0.8273737723503894,1.1317232483127442,0.6738662942662966,1.4521310958115012
191,9.184301529233003e-08,0.8274139619050324,1.1316593507202009,0.6738705755901881,1.4521161932860374
192,9.182514896450138e-08,0.8274537711297737,1.131595889235906,0.6738746658166497,1.4521015950270795
193,9.181378591110123e-08,0.8274927137774556,1.1315334693505317,0.6738783654714084,1.4520876410838388
194,9.180826982969402e-08,0.827530385184262,1.1314725949397777,0.6738815085612213,1.452074614438444
195,9.180724830499e-08,0.8275664707051616,1.131413657768026,0.6738839660354605,1.452062735104486
196,9.180899284711881e-08,0.8276007499225341,1.131356932256451,0.6738856475129518,1.452052157182522
197,9.18117182730202e-08,0.8276330968205144,1.1313025752748027,0.6738865013531845,1.4520429687377046
198,9.181385428421869e-08,0.8276634762579914,1.1312506305414127,0.6738865132086105,1.4520351942665288
199,9.181423730408001e-08,0.8276919371896951,1.1312010370711227,0.6738857032425215,1.4520287994382626
200,9.181220797905539e-08,0.8277186031747197,1.1311536409991394,0.6738841222338623,1.4520236977337864
